CLAIM,KIDSDRIV,AGE,HOMEKIDS,INCOME,HOMEOWN,MSTATUS,GENDER,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TWC,RED_CAR,CLM_BEF,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,0,50,0,63724,0,0,1,1,21,0,7870,7,0,0,0,0,7,1
1,0,35,0,78260,1,1,1,1,57,0,23610,1,0,1,0,1,16,1
1,0,32,1,0,0,1,0,0,29,1,7410,6,0,1,0,1,1,1
0,0,27,1,123062,0,0,0,1,25,0,16510,10,1,1,0,1,19,1
0,0,48,0,85221,1,1,1,0,37,1,35420,8,0,0,0,0,1,0
1,0,32,0,16720,1,1,0,0,52,1,16700,9,0,1,1,1,1,1
0,0,46,0,52338,1,1,1,0,43,1,15840,4,0,0,0,1,1,1
0,0,55,0,240198,1,1,1,1,46,0,31640,6,0,0,0,0,1,1
1,1,45,1,51165,1,1,0,1,45,0,12310,1,1,0,1,0,10,1
0,0,51,0,61293,1,1,0,0,26,1,12730,1,1,0,0,1,9,0
0,0,61,0,103017,1,1,0,1,19,1,36370,1,1,0,0,0,17,1
0,0,50,0,61082,1,1,1,1,48,0,12610,1,0,0,0,1,7,1
0,0,47,0,129415,1,0,0,1,38,1,29900,1,1,1,1,0,1,1
1,0,49,0,9444,0,0,0,0,33,1,6400,3,0,1,0,1,7,1
1,0,37,1,32924,1,1,1,1,36,0,8000,6,0,1,1,1,10,1
0,0,54,0,64787,1,1,1,1,18,0,6900,1,0,0,0,1,21,1
1,0,27,1,0,0,1,1,0,12,0,4200,6,0,0,1,1,6,1
0,0,42,0,117740,1,0,0,1,43,1,13270,7,0,0,0,0,12,1
1,0,53,0,0,0,1,1,1,22,1,26620,1,0,1,0,1,11,1
0,0,48,0,45685,1,1,0,0,25,0,15610,6,0,0,0,0,3,1
1,1,56,1,97670,1,1,0,0,34,1,29700,10,1,1,0,0,8,1
0,0,49,0,0,0,0,0,0,90,0,22920,1,1,0,0,0,1,0
0,0,50,0,114092,0,1,0,1,25,1,6600,1,1,1,0,1,12,1
0,1,62,1,64811,1,1,1,1,49,1,16620,11,0,0,0,1,12,1
0,0,42,1,35587,1,0,0,0,10,1,11050,1,1,1,0,0,11,0
0,0,39,1,133920,0,0,1,1,41,1,18790,4,0,1,0,1,15,1
0,0,57,0,75143,1,1,0,1,40,1,26030,9,1,0,0,1,17,0
0,0,52,0,33255,1,1,0,0,61,0,10030,7,1,0,0,1,1,0
1,0,47,0,13637,1,1,1,1,50,0,26520,1,0,1,0,1,16,1
0,0,34,1,11047,1,1,1,0,13,0,6000,7,0,0,0,0,7,0
0,0,41,1,0,0,0,1,0,31,0,15670,7,0,0,0,0,8,0
0,0,48,0,64286,0,0,1,1,37,0,19710,6,0,0,0,1,15,1
1,1,40,1,47841,0,0,1,1,42,0,10280,1,0,1,0,1,7,1
0,0,58,0,69194,1,1,0,1,30,0,20490,7,0,0,0,0,9,0
0,0,33,1,70235,1,1,1,0,56,0,15850,11,0,0,0,0,6,0
0,0,47,0,166359,1,1,1,1,41,0,38550,1,0,0,0,0,17,1
1,1,45,1,12106,0,0,1,1,44,1,7210,1,0,1,1,1,12,1
0,0,20,1,0,0,1,1,0,33,0,5470,1,1,1,0,1,6,0
0,0,30,1,59336,1,0,0,1,33,0,10430,3,1,1,0,0,11,1
0,0,35,1,44680,1,1,0,0,45,0,9470,1,1,0,0,0,1,1
0,0,47,0,21281,1,0,0,0,17,0,9640,4,1,0,1,1,6,0
0,0,37,0,41486,1,1,0,0,38,0,16210,1,0,0,0,0,8,1
0,0,35,0,16427,1,1,1,0,14,0,16920,4,0,0,0,0,13,1
1,0,27,1,31168,1,1,1,0,58,1,7320,1,0,1,0,1,7,1
0,0,30,0,15278,0,1,0,1,44,0,6030,14,1,0,0,0,15,1
0,0,47,0,63936,1,0,1,0,48,0,16670,1,0,1,0,1,1,1
0,0,56,1,49979,1,1,1,1,22,0,13090,4,0,0,0,1,1,0
0,0,48,0,6505,0,0,0,1,21,0,22520,1,0,0,0,0,11,1
0,0,40,0,83222,1,1,1,1,15,0,1500,13,0,0,0,0,19,1
1,0,33,1,101222,0,0,1,1,17,1,24710,9,0,1,1,1,13,1
0,0,57,0,121505,1,1,0,1,27,0,14720,4,0,0,0,0,5,1
0,1,45,1,0,1,1,1,0,36,0,13110,1,0,0,0,0,1,0
1,0,49,0,39589,1,1,0,0,41,1,14080,11,1,1,0,1,8,1
0,0,42,1,69825,0,0,1,1,40,0,22780,4,0,0,0,0,12,0
0,0,39,0,45692,1,1,0,0,8,0,7790,6,1,1,0,1,1,1
0,0,48,0,32424,1,1,0,0,37,0,13710,6,1,0,0,0,1,1
1,0,36,0,79801,0,0,1,0,21,1,23110,6,0,0,0,1,1,1
0,0,57,0,59305,1,0,1,1,16,0,28000,4,0,0,0,1,14,1
1,1,43,1,122806,0,0,1,1,19,1,18080,1,0,1,0,1,14,1
0,0,56,0,47862,0,0,1,1,56,0,27320,7,0,0,0,0,13,1
1,0,50,0,91589,1,1,1,0,40,1,6730,17,0,0,1,0,10,1
0,0,50,0,61302,1,1,1,0,52,1,28390,6,0,1,0,1,1,1
0,0,32,1,76002,1,1,1,1,49,0,12300,1,0,1,0,1,12,1
0,0,50,0,226780,1,1,0,1,5,1,35350,8,1,0,0,0,12,1
0,0,41,0,43392,1,1,0,0,58,0,5840,4,1,0,0,0,7,0
0,0,50,0,195523,0,0,0,1,29,1,17360,4,1,0,0,1,11,1
0,0,48,0,69643,1,0,0,1,33,1,9970,10,1,0,0,0,1,1
0,1,38,1,15614,1,1,0,0,38,0,9980,6,1,1,0,1,7,1
0,0,58,0,36950,1,0,0,0,19,1,9390,1,1,0,0,0,1,1
1,0,33,1,0,0,0,1,0,52,1,16670,7,0,1,0,0,9,1
0,0,53,0,10543,0,1,0,0,37,1,27800,4,1,0,1,0,8,0
0,0,51,0,102469,1,1,1,1,27,0,6600,1,0,0,0,0,13,1
0,0,37,1,76930,1,1,1,1,11,0,12890,1,0,0,0,1,9,1
0,0,51,0,142521,1,1,1,1,36,0,22440,1,0,0,0,0,11,1
0,0,54,0,59690,1,1,0,0,59,1,26410,13,0,0,1,0,1,1
1,1,38,1,149453,1,1,0,1,24,0,23120,6,0,0,0,1,6,1
1,0,41,1,21696,1,1,1,0,33,0,9530,6,0,0,0,1,3,1
1,0,48,0,39285,0,0,1,0,26,0,22930,1,0,1,0,1,1,1
0,0,44,0,5069,0,0,1,0,37,0,5900,6,0,1,0,1,1,1
0,0,27,1,26012,1,1,1,0,5,0,19250,6,0,0,0,1,5,1
0,0,50,0,199653,1,1,1,1,21,1,26370,15,0,0,0,0,19,1
0,0,62,0,35296,1,1,1,0,21,0,18260,10,0,1,0,1,9,1
1,0,26,1,56347,1,1,0,0,30,1,16410,10,1,0,0,0,1,1
0,0,57,0,72611,0,0,0,1,44,0,19410,4,0,0,0,0,16,1
0,0,41,0,0,0,1,1,0,18,0,3550,9,0,0,0,1,1,0
0,0,51,0,25152,0,0,1,1,51,0,22480,6,0,0,0,1,16,1
0,0,45,0,109237,0,0,1,1,17,0,26900,7,0,0,0,0,19,1
0,0,41,0,0,1,0,1,0,44,0,2320,6,0,0,0,0,5,0
0,0,62,0,25482,1,1,1,1,8,0,7790,1,0,1,0,0,13,1
0,0,47,0,62068,1,0,0,1,45,0,13380,7,0,0,0,0,1,1
0,0,52,0,4119,0,0,0,0,21,0,7110,4,1,0,0,1,8,1
0,0,43,1,19012,1,1,1,0,69,0,7700,7,0,0,0,0,1,0
0,0,55,0,130162,1,0,1,1,17,1,28420,3,0,0,0,1,7,0
1,0,51,0,106722,1,0,0,0,34,1,17270,1,0,0,0,1,1,1
0,1,39,1,44920,0,0,1,0,27,1,20350,7,0,0,0,0,9,0
1,0,39,1,66525,1,1,0,0,34,1,14000,4,0,0,0,1,9,1
0,0,55,0,26597,1,1,0,1,28,1,27190,9,0,0,0,1,15,1
0,0,52,0,73574,1,1,0,0,43,0,6700,6,1,1,0,1,1,1
1,0,39,0,67608,0,0,0,1,32,0,12160,1,1,0,0,1,9,1
0,0,49,0,132359,1,1,0,1,40,1,27910,6,0,1,0,1,15,1
0,0,40,1,55599,0,1,1,1,18,0,11060,7,0,0,0,1,19,1
0,0,40,0,381,1,1,1,1,39,0,1540,6,0,0,0,0,24,1
0,0,48,0,111783,0,0,0,1,22,0,1500,1,0,1,0,0,15,1
0,1,39,1,956,0,1,1,1,25,1,17550,1,0,0,0,0,9,0
0,0,40,0,78658,1,0,1,1,69,0,17040,4,0,0,0,1,15,0
0,0,41,0,107814,1,0,0,1,44,1,18920,4,0,0,0,0,17,1
0,0,55,0,59217,1,1,0,1,13,0,13950,6,1,0,1,1,11,1
0,0,35,0,17617,0,1,0,1,62,1,6760,9,1,0,0,0,10,1
1,0,32,1,29206,1,1,1,0,24,0,13390,1,0,1,0,0,8,1
0,0,48,0,70308,0,0,1,1,5,0,27540,4,0,0,0,0,11,1
0,0,27,1,26840,0,1,1,0,57,0,7750,1,0,1,0,1,1,0
0,0,51,0,112819,1,0,0,1,33,0,18660,7,0,0,0,1,20,1
0,1,43,1,14216,0,0,1,0,29,0,7500,1,0,0,1,0,1,0
0,0,46,0,56062,1,0,0,1,48,1,6100,1,0,0,0,1,7,0
0,0,47,0,70241,1,1,0,1,52,0,15670,1,1,0,0,0,6,1
1,0,58,0,83521,1,1,0,1,37,1,23260,6,1,0,0,1,1,1
0,0,42,1,74355,1,1,1,1,47,1,30110,1,0,0,0,0,13,0
0,1,47,0,128796,1,1,0,1,64,0,11460,1,0,0,0,0,16,1
0,0,33,0,93522,0,0,1,1,36,0,3500,1,0,1,0,1,18,1
0,0,47,0,0,0,1,0,0,52,1,6970,10,1,0,0,1,1,0
0,0,49,0,63827,0,0,0,1,37,1,12780,3,1,1,0,1,9,1
0,0,31,1,70309,1,0,0,1,13,0,4600,10,1,0,0,0,8,1
0,0,47,0,0,0,0,1,0,18,0,21190,1,0,0,0,0,6,1
0,0,56,0,93072,1,0,0,1,5,1,10810,4,0,0,0,0,18,1
0,0,45,1,38212,1,1,0,0,26,0,8780,1,0,0,1,0,1,1
1,0,31,1,47629,1,1,1,0,38,1,9360,1,0,1,0,0,6,1
0,0,29,1,15936,0,1,1,0,28,0,12010,13,0,0,0,1,1,1
0,0,50,0,62494,1,1,0,0,14,0,13760,8,0,0,0,1,1,0
0,0,46,0,26353,1,1,0,1,35,0,11350,10,0,0,0,1,9,1
0,0,53,0,59270,1,1,0,0,16,0,6800,1,0,0,0,1,9,0
0,0,43,0,134469,0,0,1,1,33,0,30250,1,0,0,0,0,23,1
0,0,44,1,91785,1,1,1,1,35,0,16060,1,0,0,0,0,8,0
1,0,36,0,6018,0,0,1,0,18,0,1500,4,0,0,0,1,7,1
1,0,57,0,54028,1,1,1,0,28,0,12710,13,0,1,0,1,1,1
0,0,56,0,43369,1,0,1,1,20,0,32050,6,0,0,0,0,18,1
1,0,34,0,161846,0,0,1,1,48,1,32020,9,0,1,1,0,15,1
0,0,49,0,114679,1,1,0,1,55,0,6300,3,1,0,1,1,11,1
0,0,35,0,84393,0,1,1,1,32,0,11740,6,0,1,0,1,11,1
0,0,45,1,89187,1,1,1,1,29,0,17720,4,0,0,0,1,17,1
0,0,33,1,40205,0,0,1,0,33,0,5750,4,0,1,0,1,9,0
0,0,56,0,140201,1,1,0,1,51,1,21120,9,1,1,0,1,20,1
0,0,55,0,124833,1,1,0,1,40,0,37360,1,1,0,0,0,19,1
0,0,30,1,7132,0,0,0,0,18,1,4700,3,1,1,0,1,1,1
0,0,39,0,37443,1,1,0,0,45,0,14480,6,1,0,0,1,11,0
0,0,55,0,0,1,1,1,0,5,0,22040,10,0,1,0,0,1,1
0,0,47,0,31610,1,1,0,0,46,1,9760,4,0,0,0,0,3,0
1,0,36,1,34658,1,1,1,0,25,1,24600,4,0,0,0,1,1,1
0,0,54,1,32690,0,0,1,0,29,0,21930,6,0,0,0,0,1,0
0,1,43,1,73247,0,0,1,1,12,0,24000,7,0,0,1,0,16,1
0,0,44,1,156493,1,1,0,1,19,1,24410,4,0,0,0,1,12,0
1,0,36,1,66859,0,0,1,1,51,0,5470,4,0,0,0,0,1,1
0,0,41,0,65346,1,0,0,1,40,0,12130,6,1,1,0,1,19,1
0,0,33,1,163436,1,1,1,1,25,0,21140,11,0,0,0,0,9,1
0,0,55,0,85024,0,0,0,1,46,1,5730,1,1,1,0,0,19,1
1,1,40,1,35660,0,0,1,1,31,0,5500,6,0,0,0,1,11,1
0,0,50,0,45969,1,1,0,1,5,0,6500,7,1,1,0,1,17,1
0,0,45,1,147990,1,1,1,1,21,0,20800,6,0,0,0,1,16,1
0,0,55,0,45787,1,1,1,1,5,0,11580,9,0,1,0,1,13,1
0,0,46,0,100251,1,1,0,0,47,0,12430,10,1,0,0,0,1,1
0,1,42,1,46177,1,1,0,0,28,1,21620,6,1,1,0,0,10,1
0,0,32,1,30770,0,0,0,0,24,1,7950,5,1,0,0,0,6,0
1,1,44,1,28045,1,1,0,0,48,1,20450,1,1,0,0,1,1,1
0,0,45,0,106015,1,1,1,1,14,0,18910,10,0,1,0,1,15,1
0,0,59,0,82231,1,1,1,0,58,0,15620,1,0,1,1,1,1,1
1,0,48,0,96659,1,1,1,1,61,1,18490,9,0,1,0,0,7,1
0,0,47,0,28068,1,0,0,0,19,0,9550,3,0,0,0,0,7,0
0,0,47,0,27381,1,0,1,0,46,0,19520,1,0,0,0,0,1,0
0,0,43,0,153778,1,0,1,1,34,0,24020,6,0,1,0,1,17,1
0,0,35,0,7350,1,1,1,0,14,0,2230,7,0,0,0,0,1,1
0,0,49,0,94062,1,0,0,1,15,0,6200,6,1,0,1,1,11,1
0,0,47,0,94523,1,1,1,1,46,0,7300,7,0,0,0,0,23,1
0,0,51,0,52391,0,0,1,1,46,0,6740,6,0,0,0,1,12,1
1,0,61,0,0,1,0,1,0,5,0,1500,1,0,1,0,1,7,1
0,0,49,0,34427,1,0,1,1,38,0,9840,1,0,0,0,0,7,0
0,1,45,1,30111,1,1,0,0,36,0,10870,9,0,0,0,0,1,0
1,0,44,0,60217,0,0,1,1,5,1,7520,8,0,0,0,0,12,1
0,0,30,1,33063,0,0,0,0,50,1,17920,6,1,0,0,1,1,0
0,0,56,0,103503,1,0,0,1,14,0,45480,4,0,0,0,1,15,0
1,1,42,1,156532,0,0,0,1,31,1,18060,6,0,1,0,1,14,1
0,1,37,1,28907,1,1,1,0,34,0,4390,10,0,1,0,0,1,1
0,0,30,0,57553,1,1,0,0,13,1,33610,1,0,0,0,0,1,0
1,0,50,0,131311,0,0,0,0,43,1,26370,7,1,1,0,1,9,1
0,0,47,1,76811,1,1,1,0,56,0,7090,10,0,0,0,0,8,1
1,1,44,1,0,0,1,0,1,17,1,1500,13,1,0,0,1,5,1
0,0,34,1,86323,1,1,1,1,27,0,6270,4,0,0,0,1,7,1
0,0,41,0,91619,1,1,1,1,23,0,14830,6,0,0,0,0,19,1
0,0,38,0,64345,1,1,0,1,72,0,10210,6,0,0,0,1,7,0
0,0,40,0,51882,1,1,0,0,56,1,10690,2,1,0,0,1,1,0
0,0,45,0,87038,0,0,1,0,27,0,14580,1,0,0,1,1,7,0
0,1,40,1,89006,1,1,0,1,58,1,25060,1,1,0,0,1,15,0
0,0,49,0,99493,1,1,1,0,14,1,23030,4,0,1,0,1,1,1
1,0,58,0,69879,1,1,1,1,33,0,20520,1,0,1,0,1,12,1
0,0,60,0,57389,1,0,0,1,53,1,27620,6,1,1,0,0,14,1
0,0,45,0,61853,1,0,0,0,32,0,17180,10,0,1,0,0,1,1
0,0,45,0,81264,0,1,0,0,39,0,13010,1,1,0,0,0,1,1
0,0,43,1,57424,1,1,0,0,69,0,18670,4,0,0,0,1,1,0
1,0,43,0,72894,0,0,0,0,55,0,5800,4,1,1,1,1,4,1
0,0,44,0,70539,1,1,0,1,5,0,14830,1,1,0,0,1,15,1
1,0,44,1,24091,0,0,1,0,27,0,8310,1,0,1,0,0,6,1
0,0,54,0,19920,1,1,0,0,12,0,16920,9,1,1,1,1,4,1
0,0,52,0,223020,0,0,1,1,21,0,35830,1,0,0,0,0,10,1
0,0,46,0,83187,0,0,0,1,41,0,13200,6,0,1,0,1,8,1
0,0,40,1,69946,1,1,1,1,51,0,12490,4,0,0,0,1,11,0
0,0,49,0,54288,1,1,1,1,15,0,11830,6,0,0,0,1,8,1
0,0,49,0,1463,1,1,1,1,33,0,6550,1,0,1,0,0,12,1
0,0,52,0,1423,1,0,1,0,31,0,6700,1,0,1,0,0,8,1
1,0,49,0,31873,1,1,1,0,41,0,9830,12,0,1,0,0,1,1
0,0,42,0,28691,0,1,0,0,44,0,5600,10,0,1,1,1,8,1
0,1,43,1,63357,1,1,0,1,16,1,20790,6,0,0,0,1,1,0
0,1,37,1,5175,0,1,1,0,5,1,5720,17,0,0,0,0,8,0
0,0,43,1,181818,1,1,0,1,19,0,19680,1,1,0,0,0,9,1
1,0,43,0,63511,1,0,0,1,19,1,12150,3,1,0,0,1,8,1
1,0,53,0,61486,0,0,0,1,32,1,24180,10,1,1,1,0,10,1
0,0,49,0,51576,1,1,0,1,50,1,27460,1,0,0,0,0,21,1
0,0,47,0,32611,1,1,0,0,11,0,1500,6,1,1,1,1,1,1
0,1,44,1,30560,1,1,0,0,25,0,5900,16,0,0,0,0,0,0
0,0,45,0,55626,1,0,0,1,28,1,4860,20,1,0,0,1,19,0
1,1,53,1,63269,1,1,0,1,45,0,6710,7,1,1,0,0,11,1
0,1,41,1,6232,0,1,1,0,40,0,6220,4,0,1,0,1,1,1
1,0,38,1,42229,1,1,1,0,21,1,23020,9,0,0,0,1,1,1
1,1,44,1,0,1,1,1,0,40,0,11910,7,0,1,1,1,6,1
0,0,47,0,104019,1,1,1,1,76,1,20600,7,0,0,0,1,20,1
1,1,62,1,174140,1,1,1,1,20,0,26310,15,0,0,0,1,17,1
0,0,40,0,56626,1,1,1,1,27,0,11160,1,0,1,0,1,1,1
0,0,47,0,2400,0,1,1,0,32,0,2860,4,0,0,1,0,6,0
0,0,47,0,112366,0,0,0,1,10,0,17440,3,1,1,1,1,18,1
0,0,39,0,35366,1,1,1,0,30,0,6790,4,0,0,0,0,9,0
1,1,48,1,84042,1,1,1,1,55,0,10320,1,0,1,0,1,20,1
1,0,38,0,50104,1,1,1,1,44,0,10310,21,0,1,0,1,12,1
0,0,46,0,17991,0,0,1,0,61,0,3300,10,0,0,0,0,4,0
0,0,52,0,46183,1,1,0,1,5,0,11320,1,0,0,0,0,18,1
1,0,25,1,0,0,1,1,0,27,1,5950,1,0,0,0,1,1,1
0,0,47,0,0,1,0,1,1,33,0,15420,1,0,1,0,0,1,1
1,1,44,1,75161,1,0,1,1,48,0,11220,1,0,1,0,1,19,1
0,0,39,0,51981,0,0,1,0,59,1,5400,10,0,0,0,0,8,0
1,0,37,0,5590,1,1,0,0,27,1,24770,4,1,0,0,0,1,1
0,0,52,0,143073,1,1,1,1,30,0,16930,11,0,0,0,0,10,1
0,0,51,0,66804,0,0,0,1,21,0,21460,1,0,1,1,1,7,1
1,0,36,0,12546,0,0,0,0,22,0,1500,1,1,1,0,0,1,1
0,0,47,0,78438,1,1,0,1,18,0,15810,1,1,0,0,0,11,1
0,1,43,1,154611,0,0,0,1,30,0,21260,16,1,0,0,0,19,1
1,0,52,0,32028,0,0,1,0,41,0,14860,3,0,0,0,1,1,1
0,0,32,1,86539,1,1,1,1,42,0,13350,10,0,0,0,0,19,1
0,0,37,0,38200,1,0,0,0,51,1,11200,10,1,1,0,1,8,1
1,0,28,1,12891,1,1,1,0,10,1,26350,1,0,1,0,1,5,1
0,0,41,1,101337,1,0,0,0,36,1,11630,1,0,0,0,0,6,1
0,0,41,1,7863,1,1,1,1,20,0,5300,7,0,0,0,0,6,1
0,0,66,0,90934,1,1,1,1,32,0,21250,4,0,0,0,1,17,1
0,0,44,0,32633,0,1,0,0,8,1,9160,10,0,0,0,0,1,0
0,0,38,1,23297,0,0,1,0,58,0,7630,6,0,1,0,1,1,0
0,0,48,0,66702,1,1,1,1,24,0,15580,13,0,0,0,0,21,0
0,0,58,0,100958,1,1,0,1,20,0,18170,1,1,0,0,1,14,1
0,0,45,0,69158,0,0,0,1,24,0,22680,6,1,1,0,1,16,1
0,0,37,0,0,0,0,1,0,54,1,20590,6,0,1,0,1,1,0
0,1,45,1,24101,0,1,1,1,47,0,8410,6,0,0,0,0,7,0
0,0,49,0,62975,1,0,1,1,24,0,23130,1,0,0,0,0,3,1
1,0,42,0,60522,0,0,1,0,27,0,19710,1,0,1,0,0,7,0
1,0,38,1,21571,1,1,0,0,24,0,21990,1,1,0,0,1,1,1
0,0,46,0,80183,1,0,1,1,25,1,16870,9,0,0,0,1,8,1
1,0,54,0,60115,1,1,0,0,27,1,8130,2,1,0,0,0,7,1
0,0,38,0,97608,1,1,0,1,81,1,20160,3,0,1,0,0,6,1
0,0,48,0,82236,0,0,1,1,36,0,16000,13,0,0,0,0,14,1
1,0,30,1,0,1,1,1,0,60,1,4500,1,0,0,1,1,8,1
0,0,46,0,23965,0,0,0,0,26,0,6300,4,1,0,0,0,6,1
0,0,53,0,80329,1,1,0,1,45,0,37080,1,0,0,1,0,6,1
0,0,45,0,53896,1,0,1,0,41,0,11570,3,0,0,1,1,3,1
0,0,29,0,25690,0,0,1,0,36,0,14750,10,0,0,0,1,1,0
0,0,53,0,41924,0,0,1,0,51,0,11150,10,0,0,0,0,7,0
1,0,49,0,0,0,0,0,0,24,1,6200,4,1,1,0,1,1,0
1,0,31,1,27439,0,1,1,0,26,0,4500,6,0,1,0,0,1,1
0,0,51,0,109836,1,1,1,1,42,1,1500,4,0,1,1,1,6,1
1,0,38,0,62290,1,0,1,1,22,1,11530,11,0,1,0,1,9,1
1,0,33,1,3068,1,1,1,0,35,0,5110,6,0,0,0,0,7,1
1,0,46,0,177562,0,0,0,1,53,1,22110,6,0,1,0,1,19,1
1,0,48,1,80016,0,0,1,1,36,1,33550,4,0,0,0,0,7,1
1,0,31,1,30089,1,1,0,0,36,1,31510,3,1,1,0,1,1,1
1,0,60,0,71840,1,1,1,1,33,0,7500,1,0,1,0,1,13,1
1,0,46,0,23655,1,1,0,0,40,1,9340,11,1,1,1,1,7,1
0,1,36,1,105674,0,0,1,1,5,0,30620,4,0,0,0,1,13,1
1,0,27,1,67168,0,0,1,1,36,0,15570,6,0,0,1,0,9,1
0,1,37,1,62894,1,1,1,1,70,0,23120,6,0,1,1,1,14,1
0,1,41,1,0,0,1,1,0,34,0,5990,1,0,0,0,0,1,0
0,0,47,0,32577,1,1,0,1,61,1,16600,6,1,0,0,0,1,1
1,0,46,0,66522,0,0,1,0,36,1,19860,3,0,1,1,0,11,1
0,1,43,1,72605,1,1,1,1,5,0,15800,1,0,0,0,0,6,1
0,0,37,1,87762,1,0,0,1,50,1,23970,1,1,0,0,0,3,0
0,0,50,0,108224,0,0,1,1,35,0,27010,1,0,1,0,1,19,1
0,0,61,1,19222,0,0,1,0,39,1,25620,1,0,1,0,1,6,0
0,0,61,0,179536,1,0,0,1,45,0,25550,6,0,0,0,1,19,1
0,0,32,1,189093,0,0,0,1,27,1,33600,10,1,1,0,0,7,1
0,0,41,1,45153,1,0,1,1,26,0,13730,10,0,1,0,1,10,1
1,0,46,0,0,0,0,1,1,53,0,6100,17,0,1,0,1,12,1
0,1,39,1,31906,1,1,0,0,74,1,11120,9,1,0,0,0,1,1
0,0,57,0,94042,1,1,0,1,41,1,32660,18,1,0,0,0,12,1
0,0,42,0,30458,0,0,1,0,37,0,5700,7,0,1,0,0,1,1
0,0,19,1,6284,0,0,0,0,33,0,17300,10,1,1,0,1,5,1
0,0,57,0,0,0,1,1,0,37,0,1500,1,0,0,0,0,4,1
0,0,58,0,151814,1,0,1,1,35,0,11440,4,0,0,0,1,14,1
0,0,56,0,23830,1,1,0,0,8,0,5470,4,0,0,0,0,1,0
1,0,48,0,123223,0,0,0,1,34,1,24380,7,1,1,0,0,11,1
0,0,42,0,38943,0,1,1,0,32,1,10010,6,0,1,0,1,11,1
1,1,37,1,122598,1,1,1,1,48,0,28800,6,0,1,0,1,12,1
0,0,38,0,0,1,1,0,0,21,0,1500,4,0,0,0,0,7,1
0,1,51,1,35579,1,1,0,0,24,0,13830,7,1,0,0,0,6,1
0,0,53,0,88712,1,0,1,1,49,0,16310,13,0,1,0,1,11,1
0,0,51,1,106036,1,1,1,1,37,0,12100,6,0,0,0,0,19,1
0,0,34,0,36648,1,0,0,1,47,0,11980,7,1,0,0,0,12,1
0,0,46,0,64030,1,1,0,1,24,0,7900,9,1,0,1,0,13,1
0,0,41,0,97497,0,0,1,1,26,0,20970,14,0,0,0,1,13,1
0,0,54,0,39048,1,1,0,1,64,0,22670,4,1,1,0,1,7,1
1,0,33,1,0,0,1,0,1,45,1,21380,11,1,1,0,1,7,1
1,0,51,1,30531,1,1,1,0,35,1,6600,1,0,1,1,1,1,1
0,0,55,0,54844,1,1,0,1,5,0,21060,10,0,0,0,0,11,1
0,0,52,1,61586,1,1,1,0,16,0,20340,1,0,1,0,1,1,1
0,0,30,1,200175,0,0,1,1,5,0,18820,6,0,0,1,0,13,1
0,0,52,0,106169,0,0,1,1,13,0,21650,1,0,0,0,1,10,1
0,0,34,1,80475,1,1,1,1,39,0,9550,10,0,0,1,1,7,1
0,0,46,0,4034,0,1,1,0,40,1,6500,13,0,0,0,0,7,0
0,0,45,0,36544,1,1,1,0,57,0,15670,6,0,0,0,0,1,0
0,0,43,0,56331,1,1,0,0,44,0,21130,10,1,0,0,1,4,0
0,0,46,0,47520,1,1,1,0,30,1,22000,9,0,0,0,1,8,0
0,0,44,0,134967,1,1,1,1,31,0,20580,13,0,0,0,0,18,1
1,1,67,1,30182,1,1,1,0,25,0,20610,4,0,0,0,1,8,1
0,0,47,0,58414,1,1,1,1,33,1,22250,6,0,1,0,0,1,1
0,0,52,0,90349,1,1,1,1,40,0,30200,1,0,0,0,1,6,1
0,0,33,1,5206,1,1,1,0,25,1,5980,6,0,1,0,1,10,1
0,0,48,0,78374,1,1,0,0,27,1,9730,7,0,0,0,1,1,1
0,0,52,0,12169,0,0,1,0,26,0,13340,14,0,1,0,1,4,1
0,0,50,0,81493,0,1,0,1,44,1,35340,10,1,1,0,1,7,1
0,0,49,0,71192,1,1,1,1,8,0,6360,1,0,0,0,0,20,1
0,1,36,1,0,0,1,0,0,21,1,12360,1,1,1,1,1,1,0
0,1,42,1,137878,0,0,0,1,30,1,33920,18,1,0,0,0,14,1
0,0,21,1,5411,0,1,0,0,23,1,28600,4,0,1,0,1,1,0
1,0,26,1,46604,1,0,0,0,55,1,8760,4,1,1,0,1,1,1
1,0,42,0,105796,1,1,1,1,21,0,26880,4,0,1,1,0,12,1
1,0,32,1,70298,0,1,1,0,46,1,11730,1,0,1,0,1,6,1
0,0,54,0,49268,1,1,0,1,20,1,17810,6,0,1,0,1,12,1
1,1,39,1,0,0,0,1,0,5,0,5400,5,0,1,0,1,6,1
0,0,39,0,33570,1,0,0,1,44,0,8520,10,0,0,0,1,11,0
0,0,48,0,114869,1,0,1,1,5,0,6300,4,0,1,0,0,15,1
0,0,45,1,5106,1,0,1,1,20,0,13240,4,0,1,0,1,9,1
1,0,46,0,21238,0,0,0,0,39,0,14410,1,1,1,0,1,7,1
0,0,51,0,58714,1,1,1,1,17,0,11560,4,0,0,0,1,10,1
0,0,59,0,83208,1,1,1,1,49,1,22280,6,0,0,0,0,13,1
0,1,37,1,50822,1,1,1,0,46,0,13540,1,0,0,0,0,1,0
0,0,51,0,23772,1,1,0,0,25,1,23860,7,0,0,0,0,1,0
0,0,63,0,87516,1,1,0,1,37,0,13790,6,1,0,0,0,14,1
